hour,activity
0,84.11775492610997
1,99.6946320251103
2,45.764874963118814
3,75.85239220285698
4,84.80313028393877
5,6.625654387861134
6,5.148772625275287
7,3.477837381737864
8,6.810063836439758
9,0
10,7.352104089720247
11,4.531761826182405
12,1.7592109874123882
13,6.510931342354999
14,0
15,7.57400265472706
16,3.4476070030714663
17,5.249566176715214
18,96.20640538917924
19,67.75707187863041
20,76.80749669786248
21,87.11166575152102
22,82.92716470662654
23,80.95987425417022
24,78.87057135117952
25,75.0627075643983
26,76.29159723662949
27,60.98059267017681
28,65.15378884793762
29,7.478321777664117
30,6.823745953490285
31,2.7017682357695696
32,4.565753015744683
33,0
34,5.556026715262182
35,5.105231323283016
36,7.546403746043952
37,4.9015820197530395
38,3.5773727552051406
39,0.7116054804391805
40,0
41,3.8069642280685785
42,79.13933969247563
43,72.83725145131243
44,62.13028906939703
45,70.33871857926393
46,99.22950161501694
47,93.34782867231013
48,67.38123884179097
49,74.12612186215728
50,55.8912637006115
51,90.18866177407429
52,97.08765747023875
53,1.6649583229398814
54,2.3502331770378566
55,0.9796731564873236
56,1.154703297667477
57,0.229077278180307
58,0.20552965458944827
59,6.605874345968131
60,3.4373900932901478
61,6.725244703154816
62,3.39899712444881
63,8.187355472634184
64,1.159231197776624
65,1.2081186306372644
66,83.29741414625519
67,75.24319743083039
68,79.87112177551465
69,54.31533753642094
70,53.709935650548985
71,49.850675180933294
72,62.494491856209876
73,89.90415575250749
74,77.63530225756145
75,86.28156179072114
76,71.96977944854724
77,4.988488879749098
78,3.4980289772406534
79,8.545378062726497
80,3.2091189227109522
81,7.819280473190355
82,6.043302828716136
83,4.134172093656418
84,0
85,8.435728879625502
86,5.60497488086768
87,6.9239718217281965
88,1.2762795051464977
89,0
90,69.25309772159022
91,66.78821180418218
92,85.57884807302361
93,91.93553968124644
94,75.26400066961145
95,86.09054422015244
96,76.15417619583977
97,89.9348011729209
98,74.50658528124306
99,59.67704473924846
100,92.81326237202462
101,9.981794751950929
102,4.6817223840966795
103,2.3280734661039544
104,8.64846245524124
105,0
106,3.8468061069086303
107,4.418105673557262
108,6.090084022226242
109,5.771146828673359
110,1.9442352904498201
111,4.927085223251319
112,2.22645953040882
113,4.6000982953069265
114,90.34492227286734
115,61.742472128259884
116,70.48515451830288
117,51.808922592868626
118,71.59188730962146
119,52.259100834773335
120,69.87156105538841
121,54.53713618086768
122,91.46858690950953
123,83.40991822798938
124,62.84604619430273
125,5.624019762992464
126,4.641188446399521
127,4.918847909783375
128,4.635298582436186
129,2.9226767642521576
130,3.483682461133469
131,9.367913809212295
132,4.0867445988131665
133,0
134,7.886724806810827
135,3.063503710225646
136,3.964587933785073
137,8.665583980621959
138,65.44674149054154
139,87.47104725880557
140,61.06207368127349
141,72.8308221866383
142,55.07309027266916
143,72.24055151563525
144,83.76864205455828
145,69.36345688508416
146,89.7965457345895
147,80.77636946232093
148,69.22550371253674
149,4.75654435727714
150,1.9422949240887188
151,6.299968481767886
152,7.33738742998135
153,0
154,5.892167885050924
155,7.0851157731465655
156,5.5847619345028034
157,2.27713281199578
158,7.020991855282221
159,2.055138306761946
160,5.175338797399041
161,3.5649695477592527
162,67.4645652949948
163,79.83774069993629
164,53.531468910009686
165,72.38937668541507
166,69.43520601810565
167,73.6036784272325
168,81.42575097079988
169,72.69471121560753
170,74.23156630663485
171,77.93964558326667
172,63.65924942802176
173,4.8162926613683394
174,2.545181511969644
175,8.932297500711764
176,4.101581481863274
177,3.9400245651122776
178,5.1226423436661355
179,2.360867498712791
180,1.972564346972737
181,0
182,3.480859020835711
183,6.739871667130052
184,0.512277670510549
185,4.6645590441597005
186,85.51310633479137
187,77.14626954801469
188,74.5380851231316
189,65.99669905988387
190,46.170000623954124
191,76.7640633121985
192,68.07454439863625
193,49.711089112581774
194,75.56037135499459
195,60.34227893540363
196,59.518573090199176
197,80.84339157488202
198,87.8479865320704
199,2.0272463982401177
200,0
201,2.581639093759792
202,0.9184349066978452
203,5.618499029538785
204,4.618041392703492
205,4.872865202042944
206,6.229205114469789
207,4.909187236134641
208,0
209,5.308170045865912
210,1.8154573691320208
211,5.080914940555276
212,62.82791777180164
213,50.83905818616703
214,75.65367349627519
215,49.68418470695744
216,65.72483725556555
217,61.76781186211157
218,50.09258429772029
219,54.248065970031604
220,88.23486409486057
221,80.64949841536993
222,86.23208159787309
223,86.04828335658131
224,0
225,4.31808825202843
226,8.4281619868855
227,2.0867123495460547
228,11.948733953097186
229,5.066703533976075
230,0.7194963259898417
231,0
232,9.169216065789959
233,2.166135725553633
234,4.957447567052038
235,5.427934535629229
236,2.153532255912901
237,60.470947674135445
238,67.4031479419222
239,57.517927973057525
240,68.82245615961213
241,47.93585063231332
242,76.14679852684957
243,66.82384686264398
