x1,x2,x3,x4,x5
0.11207322915202873,1.077752539524742,0.06312691661699685,-0.056387832914683675,0.12701294497413282
0.101305389166946,0.15235360216646887,-0.47285258430652966,0.33884749771733774,-0.0019143680625637056
1.244944805177054,1.4134313906459934,-0.4939754111038458,0.6876937601371168,0.9050170514314063
-0.5494127296213197,-0.6461675513155666,-0.573846802574542,-0.3800174663831901,0.08663815053102347
1.7054991419934682,2.069973987302313,-1.7414781993043014,0.5624290471258153,2.3506598868630038
-0.1929630742302797,0.41668505991040083,-0.14361972709228676,0.5021553635988082,0.006846695590072359
-0.70667081480974,-0.7121167773795862,-0.6613118178421658,-1.0199630832150328,0.07433829349039928
0.9622778428436036,0.6243109240815241,-1.4821897809572646,1.2802775091413356,0.6925044973204131
1.252372153810788,1.123507465724751,-0.5275936675705302,0.8615237907905566,2.096848148237901
-1.2161011932575991,-0.5250822836753241,0.07141880641097365,0.26711412040989857,-1.1444117009546932
0.893092071193713,1.5580903093682732,-1.1348190643576457,0.7971633930561882,0.911656967206074
0.3384901335057153,0.15331677530475976,-0.636246018908977,-1.0525719558806526,-0.12841773372699772
-0.1308902854196109,-0.6050707642395043,0.3173761145728762,0.7142023783206847,-0.5218843775287325
0.027752726225957862,0.31641549036157585,0.5067894452180197,0.9793399212450468,0.19854679303402972
0.9152249817010832,0.8130768224332913,-0.7792790055382842,-0.01225125945876956,1.2485223755196695
0.18310099560299842,0.23978679578140968,-0.6170141359945939,0.4727153508156627,0.3082674362287804
-0.5234325927480015,0.6105838942814146,1.4968883021083568,-1.4821181165632695,-0.1492695102283046
0.5085876573156962,0.7111595698224336,0.32632841469243473,0.2142859365027137,0.3921382133324508
0.5645433159924651,1.023456879692113,1.355967458164885,-0.3353542428699729,0.7587572169136427
-1.9342548532941388,-1.6337227269597356,0.0810583921125505,-0.2625365122721013,-4.36291601249353
1.1283865522187067,0.8220196197994665,-1.3426379221634819,-0.963297046633846,1.2259412614413239
0.16938736326250162,0.4851200215292677,-0.48552532952234584,-1.2408333563403118,-0.09139246818550295
0.10069931794232202,-0.29670841211161403,-0.567676866503212,1.3218660933389321,-0.16038138064740978
1.9974762466663947,1.2775466883297264,-2.5828935347661615,-0.8194077935380297,4.115257354752779
1.012664582028657,1.1371108947811468,-1.8423809778695937,-0.4051691989522366,0.9228250229257624
0.5962864538364812,1.0487629034826706,-1.9727516601257142,0.3791186966343047,0.20381595764583477
1.7693494369867173,1.9948230488953058,-2.6527194064267245,-1.1954779401181947,2.5349643825337904
0.6079041198979483,0.5785387550238205,-0.5633573727318986,0.41717173224989057,0.4912107452613431
1.2930223688475229,1.3050174349219614,-0.8677464185165887,0.8651628504155974,2.074944790692995
-1.9527233216090736,-1.6214335089832448,1.7340631103888715,0.1464970898240209,-4.17436628036263
1.9588807309621594,1.5883630843781538,-0.6392271018481775,0.966512261590544,3.8280701024955732
0.7524157689271092,1.1681818445341206,-0.15051740943490372,-0.3907680705075905,0.8075826114741089
