height,weight,income,noise
171.48505281383814,65.14020650777881,24,0.542692685794591
164.47480475736373,58.54637945243786,17,-1.0095506519793767
166.14381245292108,57.62181357484116,61,0.009395455969171447
178.0327967401142,76.57932322798094,72,0.4306527400050889
182.13997047276877,69.76598312924341,14,0.6854754959986068
173.01896741141667,58.299899849560234,29,-0.8891714034470701
177.76349974224343,67.74701628554944,37,0.43194953384884005
177.51257723138184,74.80335493661677,35,0.47056731325393497
153.5510122918727,45.916286412868246,16,-1.8929419103297294
177.12692111385428,68.97922536679336,25,1.7447606979729298
169.21218683839064,68.9881253458226,55,-0.24232588561568058
158.46223769725614,52.86478265722163,47,0.4949595950789765
153.03268470552686,65.90416815285766,27,-1.6084390547046215
152.14808605191033,48.694859565301165,49,-0.12436410982362772
165.9673890357465,59.13311524069813,25,-0.8380128951502749
175.37372861435182,72.7152472884151,21,-0.9497908088958373
177.0252970839216,75.07536539907525,29,-0.9846983765685396
179.3576245255133,77.46397787530566,47,-1.4428897008754018
179.2043723693914,69.68456688879529,42,0.921106798094665
175.39960828415644,58.00663168987051,34,0.7617780147723449
184.47907121847197,71.27578397299763,70,0.6137193284631342
167.8647969152594,65.14299275468312,49,1.772892871945753
171.94884703960898,60.7618305116403,23,-0.8631705603071631
170.1954956731295,70.54044877221898,59,1.5415177361560937
156.15751608479442,56.96301471525261,39,0.8054115460197487
171.8842126567428,64.11351381161059,24,-0.15317657463773146
159.87546086836335,58.84623533851964,32,1.7416817863206648
167.63516674804208,57.466172497798404,29,-0.2765872159035395
170.87045766872262,65.24388490328293,52,-0.6144954892270338
178.12739892647014,64.75462238393044,22,1.5774119091002359
163.09748727642634,51.093654180239405,49,-1.693896967669919
177.21785817561488,64.15615582669462,61,-1.2988176300692893
172.14907032880512,61.37361159446909,40,-0.6407459499319168
162.06753918116144,62.53735248514803,41,0.6758549463857718
165.35977975630513,53.01965038457562,14,0.26306802310804833
183.48830006843232,72.75533526083655,11,-1.2027693874045433
174.0443435681697,66.31663195564003,40,-1.8344602718539458
166.5173346498289,64.92226208452391,20,-0.22605270225003565
170.03833180077802,60.327447122158816,32,-0.11622030981652842
167.1460187476569,59.981964180633845,50,0.7312118596594128
173.3872078558421,69.0563506707943,28,-0.6066838596985706
180.9294575228728,72.83950292094758,11,-0.33879778529695265
166.6986159747065,64.1884490878819,16,1.6086058205984528
162.6637992941151,53.62992766407053,90,0.13657822865768907
161.50816442906364,59.325285929998856,24,-1.9539713152246405
174.6141814457709,67.98160751482601,7,-0.21631846976580846
178.53128511626878,70.9246289248638,34,1.4475618514138284
165.10678742294755,61.398435052867924,32,0.32430345183209963
177.3332721282694,65.8676405302374,77,-0.8863679371209346
177.18425607291263,70.34070717384836,16,0.04635495738845891
156.43588539565772,48.94149481711044,68,-1.2847585467151288
162.4879723762942,56.00524390700837,42,1.2727293326651763
180.62118258771943,68.23443565403004,60,-0.4391942937110864
183.6933112484095,79.85282432953116,61,0.40690468802450913
173.31390111139555,70.67634593783045,13,-1.5215279002696627
162.0025775818046,61.47479401549512,25,0.8596904422382142
167.28597724245492,67.1292759685489,20,-2.4478635861497784
177.9318538681195,71.62344501596478,36,-1.0812578898315908
167.70656310978217,56.00115965040548,30,-1.7404469516702634
161.6006817263933,51.63277620816611,33,0.4253782681341298
161.16106594133555,65.83639310508843,50,0.7088551654734341
168.46781488843385,73.02168861981288,24,0.006318814164999675
179.40287774488496,76.06247841436833,37,-1.5732641454152523
177.97116992561507,71.71419849545552,24,-1.4615322792927887
172.25018074957453,67.75287262887933,49,-0.5755799232734761
170.49933995906636,71.96485901093615,10,0.7686867737326388
168.8338299900418,67.43174809109115,24,0.03985367819640766
165.76936189372262,54.270430971738946,54,-0.8314331187236716
182.4078498494029,75.46439863769466,46,1.2914859032273998
170.43928576035844,58.04992891005607,19,-0.2106910020384133
171.9220692083272,71.82194467684381,48,-0.9453605764665328
177.15137384640897,67.40090742858469,35,0.07105463176846125
166.29470267479147,56.81907668021017,66,-1.1122495803182846
160.54117912652774,58.36303525761362,27,-0.7222454972664423
175.40111022878006,75.12249462951966,9,0.30623943836056544
163.59618355295243,61.5180639062978,23,0.17124180424496985
167.30045542195586,61.088354035797735,63,0.40833514329484766
188.3958601360381,72.7610012108446,31,-0.2580575153019241
159.52122785170388,56.327445059024484,31,0.7584364694140476
178.1425446205179,65.31421369886759,24,-1.055396557402041
