hour,intact,arrhythmic
0,69.96148127291373,10.317315611693676
1,82.61095927387993,0
2,69.01133397204303,29.937442597920494
3,97.78735599270132,38.249935903685476
4,72.24232284114113,50.430745873895546
5,81.89549353877578,66.78093803171048
6,6.0305922868471695,61.87875957052218
7,4.471505993845268,3.045900359929803
8,3.497060528408411,45.490073849970734
9,7.329197999484926,81.35316171065197
10,9.750701433947864,48.577734898712364
11,4.160735188960439,14.50226527569426
12,2.437381573189663,57.14360524029237
13,4.151119982105605,30.535375178418626
14,7.921336126312501,0
15,0.7664683308801177,39.97174472984947
16,10.130088711756017,72.42213691486914
17,6.117635651754102,77.30079427786958
18,81.5539533517113,43.94519297449419
19,72.36404073989468,26.27404419530555
20,69.5369175553821,21.49464632898797
21,67.02476812651057,6.670991196071874
22,75.67125360638632,48.21857849098944
23,57.3520316753751,31.768326389269752
24,69.83547578572862,38.70852649318012
25,72.85265239890452,24.75536277478316
26,77.1176031567913,30.114177457776023
27,72.86431101833264,59.673546966511296
28,96.85116999871944,24.927050916824683
29,55.03451516087583,13.90695857662659
30,0,25.150950946466622
31,5.397047223670173,28.17308382532554
32,6.174617871430906,21.4012508842509
33,6.100098753122225,72.11998993166691
34,6.619849150449733,45.58752711985486
35,3.8328515657774584,29.15229159716523
36,6.311975414538045,31.62494771868162
37,6.197575674181278,56.39101635498268
38,4.842409401508846,48.337646059070664
39,3.1069856702299377,86.37737170114553
40,8.051974894209108,40.37214021113899
41,8.553282826434785,33.62339555802069
42,66.36996155909804,3.89071080610222
43,82.87279025010525,0
44,76.3337724700742,10.422265621234033
45,75.45442908692644,52.365088367237945
46,62.287053338399375,124.63223593404135
47,65.2201098344921,40.764262216008994
48,51.359342933446015,31.04042299687062
49,75.39225491388784,42.81564759437814
50,80.01759479170414,58.2378215104623
51,66.84880660718154,51.22349850993614
52,50.96365767752532,98.40097444678626
53,89.475538290918,9.354741551629232
54,1.1234703291490518,20.85427931614128
55,3.3184328567894212,49.863557049380596
56,8.117008345883553,29.05844619550286
57,9.203808842860486,45.183847050814194
58,1.2624040111689694,12.528248474739708
59,6.57342353490293,64.86403754351507
60,5.959221258289589,6.29508220304788
61,4.404008937253848,49.90941567157386
62,6.607760928232064,36.98879061091367
63,5.004372986542141,30.125924120367944
64,0.6140738424267376,0
65,8.31832501259895,0
66,66.23504000765084,19.214641721602245
67,59.966373035150156,66.89470200334836
68,70.00191553644851,0
69,54.31482414587875,61.62382138632275
70,86.84846531585255,32.03592688636444
71,76.85004475772394,0
72,75.1070649205898,18.711612709000615
73,84.25613529222124,29.33870873419734
74,55.9511998152134,69.8498876214777
75,71.45801237552523,50.58499876949425
76,80.10733826927262,0
77,72.80832366522183,38.09048516519496
78,3.577411470908451,26.474342187874967
79,2.9824103129647934,50.34266009952174
80,2.532254979437083,70.03468968755573
81,6.911883441563466,55.36460269357649
82,3.6671249340864693,60.04522588691155
83,4.5666890916613445,3.5179834774715815
84,6.320335604230912,23.526948025459248
85,5.560010018200966,24.827986019771032
86,3.3913083815700062,17.20082500243601
87,3.4160371112703585,30.37423013139294
88,7.970851535560071,22.04325093389101
89,3.2746894322009767,2.0265592043651495
90,72.02474845265675,0
91,87.03517056940356,37.43123423616232
92,60.68699993364514,47.89216447708187
93,66.4257442086825,49.1598811083688
94,71.93934233734593,1.6105081351571116
95,65.73901609339016,67.22133303969886
96,71.57362349572274,53.72957143963873
97,87.83484529845451,48.55635270387212
98,88.24082020752178,53.00664368328917
99,51.420187844424376,36.27298957757672
100,47.53866014361155,57.3540333382438
101,76.91340851850543,3.5639479448629103
102,7.916239859267277,4.651726171253465
103,5.038265040238833,6.20846368004338
104,5.088483242904533,60.88494204293849
105,4.530518283394606,38.73040168760644
106,5.4254987132653865,5.712928135447385
107,2.9953673572714314,29.007690039164718
108,2.463580685865581,65.99921052160157
109,7.704241626408264,66.08756310783713
110,2.612882325725337,58.33202435797039
111,6.214789692723251,34.19580001024055
112,2.9885581115535356,0
113,10.189672455981572,85.3334150977582
114,80.75169616369512,32.34983901684568
115,55.727893299494106,22.834881937590204
116,74.22983457574041,32.19713852573835
117,74.38925944310157,74.041130285376
118,54.69477665945928,67.57878841026924
119,83.69553680329635,79.57713784081116
120,50.30478413344825,49.81436760955049
121,67.9972844764184,33.554340387928356
122,55.113017783683915,50.59649453951127
123,75.16767034787996,23.959424968367163
124,63.7104206508009,48.78761326735537
125,67.33055502802507,48.2464365566748
126,6.492994303077045,29.165284565876252
127,9.414731900143405,66.93700733719594
128,3.2710579527004837,41.922333335720445
129,11.562841388692856,44.16700042480788
130,1.8138790998970538,20.154165613830596
131,6.55830317459667,76.57194545649278
132,6.507282504476505,49.92025829244327
133,3.383227486424648,64.33995822160685
134,2.7928554211940244,123.05222267193996
135,0,86.92542107946878
136,0.46705711866210287,15.413497848786683
137,1.2330890160675612,37.21751725244569
138,84.17582855786435,30.02628698897845
139,65.99452516537119,76.80797692736542
140,61.03910735215824,70.96346354369206
141,81.08483262173384,38.46362151141021
142,71.68675471715746,5.035763069570429
143,69.50384100330245,40.918537432483525
144,67.43207949445707,9.96130533474146
145,61.88979338057837,49.43886189533529
146,88.98096773066621,49.02873368661789
147,77.64152669143056,5.157128249606085
148,77.2601370351079,8.238999333150446
149,69.25698970734372,75.82880071476731
150,3.694040593381252,27.969513387338587
151,4.252668602107075,63.793873232073544
152,5.4784743527435005,50.37914119420869
153,7.194387670374228,12.18164514122076
154,4.988442207261991,80.03323342752883
155,6.910995146281207,55.613595993248
156,2.763669473381664,0
157,5.687414926231662,28.689649305250835
158,6.217638277744896,0
159,2.7045705778542892,73.05136438911384
160,6.902233602666572,7.501567999628275
161,14.810189497148324,31.40069406301053
162,52.60056434617818,59.81034630737064
163,75.42772116605246,33.35558712250786
164,68.71811947488456,6.904850595427906
165,80.77713104984737,64.95120285436667
166,93.81739544960604,48.70525268896725
167,60.023102924428485,53.99414214688237
168,74.1876141862881,90.23164755815338
169,74.3434981180651,13.388828835444727
170,67.16768756323559,68.14459724899243
171,67.80350706662809,41.27291294088906
172,67.99521785267828,87.52720892918668
173,69.1060890594205,43.57508902007035
174,3.9637925838726162,57.10996499847789
175,3.4169388828898395,18.566167378461024
176,7.86866110689204,52.302719858858936
177,2.724920627584423,52.45248533849366
178,5.2733206891861215,8.325240529916815
179,6.2915085193783264,48.735055995546304
180,6.513831374077648,92.84099063838832
181,9.094651723460508,36.18648304467953
182,0,44.807039781374726
183,7.282685382842647,35.46948442214729
184,6.975938135638383,3.25815102523309
185,2.936040360878278,82.99503568415645
186,80.65904919570994,0
187,79.17343201195288,47.448835210010884
188,67.97283456734866,66.88830696157135
189,74.98423044034902,59.444785739577966
190,81.47401924888959,20.383197512679104
191,77.85978502036454,46.78790918460979
