hour,activity
0,0.7314083870924497
1,0
2,0.7387579407618872
3,1.4122698139381982
4,0.5938897257696243
5,1.8192331811144933
6,8.647464636383045
7,4.2479860434515055
8,1.5067049184044599
9,54.65522855587352
10,35.947497311757715
11,40.07415801597108
12,31.01714363234741
13,79.02354672945592
14,61.409774616484405
15,38.90866382256819
16,41.02834133807975
17,60.141111851138604
18,47.01859451978557
19,64.55788240580532
20,52.74053542809771
21,56.60932595879798
22,56.3600292792007
23,81.25273304336588
24,81.85019711106096
25,4.968387701594812
26,6.00736239587755
27,6.885519366902296
28,0.761535614877503
29,5.023249888897853
30,0
31,4.491609333404233
32,6.9528742148418745
33,40.08506741606695
34,40.84146503192522
35,56.46208411544063
36,54.140882228321274
37,64.03838596400783
38,55.65517644929894
39,64.82181960956858
40,43.465015668825416
41,68.17096054273242
42,48.74372059690915
43,64.7113190118723
44,57.24812628174953
45,72.82494297867323
46,53.575174604195034
47,37.47478177610689
48,42.3337981700988
49,4.821648076744798
50,6.974440385104431
51,8.894588053709395
52,2.110433515028121
53,3.5857049765745037
54,2.3287028541377643
55,4.342818186442084
56,9.24508651375574
57,3.2049361280535824
58,28.31234091976151
59,65.98335939780857
60,34.14527056573148
61,52.39352445320861
62,73.95192397266926
63,51.84449217988658
64,55.91647184851514
65,52.09312223159186
66,67.27655108843477
67,69.99362848640837
68,74.496563581296
69,65.68033361187022
70,60.557657251932675
71,61.23335456259419
72,57.24292048416634
73,63.17352220968272
74,0
75,14.11568991908148
76,6.2359875210555185
77,0
78,5.830290153359277
79,3.1143102137715983
80,0.6739940169993219
81,0
82,34.254624509567705
83,66.63228082394248
84,71.65909647433985
85,31.103189153350932
86,57.874815956305675
87,62.56198702394763
88,45.471861395807096
89,27.681304950864632
90,55.564098401715235
91,78.10063737656357
92,57.02196127275454
93,67.51944424751612
94,51.67548652421066
95,47.359546675827815
96,53.441089103877864
97,42.78575242129869
98,1.0885964675482191
99,1.5185017548702575
100,2.1181893828561242
101,4.292361289833071
102,4.69595564080337
103,3.114414458047215
104,0
105,3.384098948822896
106,4.562701032401304
107,53.59032305203663
108,54.638271284940245
109,65.03211678821124
110,44.65680725759587
111,64.20259005536386
112,77.94528342311732
113,42.98707730352859
114,103.93986231924129
115,51.55078184895357
116,68.48474091596805
117,44.1109066823728
118,73.81774138944343
119,47.6353153469359
120,49.130602710429315
121,93.7247612594483
122,42.185394886973825
123,7.502861314083131
124,3.7635331967533037
125,6.230113360045673
126,12.360276386226571
127,0
128,0
129,0
130,2.0837859434933206
131,61.16045248066974
132,47.12449540933249
133,69.97057302937414
134,34.84516599460139
135,47.352378976390526
136,55.444436260391726
137,45.25627496313625
138,80.07968123197826
139,90.99689697505198
140,20.821016294248224
141,61.496112893771574
142,31.93039622690535
143,66.250703401466
144,29.706107212654224
145,11.051037216219356
146,84.89001237910901
147,3.975413398248243
148,3.744131951112566
149,7.817306111844218
150,2.284525023172039
151,0
152,7.3597380593356725
153,0
154,2.0524595746076337
155,3.021067062777589
156,46.307197130214206
157,50.462418660395144
158,58.38286207695349
159,44.46091615324103
160,45.14984397649102
161,58.974700962414964
162,33.599370766814204
163,44.790715895261414
164,69.48069626113883
165,51.30830377270748
166,60.705506782775046
167,65.16946358297912
168,48.065349882789945
169,46.271168728118376
170,80.06110279522447
171,54.267045544628765
172,5.925996521583292
173,1.2284459760439177
174,3.1043821903394164
175,7.466989089549673
176,7.27986862873929
177,0
178,5.609109139950707
179,3.452407818039711
180,33.75548691704316
181,54.762479072488105
182,68.69110460414886
183,64.11250732380867
184,57.0569811909257
185,48.05689316119845
186,45.23132550466057
187,47.29664044137074
188,74.31604042714135
189,70.18264062876816
190,41.11846563988151
191,64.91936237403057
192,55.82128153784148
193,55.80966755905242
194,68.59621857254213
195,63.69183275841306
196,9.036735613190377
197,8.11956807602843
198,6.1998183503353355
199,6.976537121280666
200,5.502640912976748
201,2.077196576839169
202,0.07866206207264437
203,4.7456304982054265
204,1.7711380318199739
205,67.02838756786588
206,53.336078523313255
207,35.33905482542961
208,74.25858106359482
209,55.88883726420588
210,62.89438722119927
211,52.067009445003784
212,50.52548501978933
213,45.27998606160841
214,73.63205598439978
215,60.07953811900192
216,66.94281873566783
217,50.358346569580746
218,51.90380689580849
219,48.96772552368562
220,46.167649791887285
221,5.545470984796021
222,3.485128739575895
223,6.56421813492428
224,0
225,3.580658291421339
226,0
227,0.4332270319653335
228,5.901303366811786
229,84.32652812103265
230,66.24965763295667
231,61.788411975486135
232,27.321632485005765
233,53.3077623887551
234,72.58625517674692
235,55.318820796134645
236,66.05778592768367
237,56.0739550833938
238,55.64943190604516
239,72.5354328079004
240,52.00590668685722
241,56.64350682427178
242,30.026194100936237
243,44.134325090839816
244,70.47454963500616
245,7.477393655871308
246,3.562712579906398
247,0.9956630406393194
248,0.9598410615364794
249,3.334676189843499
250,9.001193547695859
251,9.423411885080398
252,1.9428500462399643
253,2.6121593145243116
254,53.15520431122464
255,57.585534923304884
256,38.31112049121651
257,56.449006802752834
258,50.480031012486926
259,58.31166983860435
260,57.905067251888504
261,86.85463650891167
262,37.68597590887562
263,36.97714751642874
264,59.697020451202555
265,56.04009311148062
266,60.177297723649765
267,42.19173369747335
268,35.12248209567923
269,77.37337905952003
270,4.38270074549947
271,1.7139698278050233
272,7.590896571565344
273,3.1782320553593566
274,1.0371302577989274
275,0
276,2.705145751101958
277,1.333692814766532
278,65.24471818256293
279,38.477125493484294
280,72.5416318289016
281,61.14706869122459
282,98.1038864730934
283,37.38602605890852
284,69.20930595822618
285,80.48540803273275
286,55.43132239544839
287,48.301185457945195
288,52.55362188885068
289,65.24751033060375
290,68.7919143054379
291,60.17032364729046
292,37.1239440337805
293,67.2494957892992
294,6.97934452468603
295,1.1036618555288038
296,8.773106598852957
297,0
298,2.027649119215201
299,8.188704891625658
300,7.259178465489993
301,6.000240743868545
302,4.357410008219957
303,61.53765538591203
304,58.5796928859237
305,33.14644154895675
306,67.44074303288731
307,49.90410111689636
308,30.668601822253134
309,62.16135413137554
310,61.789820400481055
311,75.63179038821873
312,81.63551359948619
313,64.68884008597738
314,71.30667425400483
315,64.49431042760014
316,52.204212979573065
317,74.50603484440568
318,68.40176734551058
319,2.516830970786404
320,6.998335852147763
321,0
322,2.186174045079314
323,0.5395451042586386
324,4.59244779743717
325,1.3352898895309837
326,1.3582367347918791
327,32.17460726927991
328,56.54300398791337
329,62.02669735342145
330,41.51841515521053
331,46.03161951664465
332,39.439699281162774
333,49.57711184772507
334,51.13601258611621
335,38.12071426785083
336,56.423236628203306
337,55.19526655881317
338,68.11992645596285
339,54.87292207494222
340,41.70286321664434
341,58.47325157260536
342,75.57516529734393
343,0
344,2.2496526042474123
345,0
346,0
347,2.9967111667034407
348,0
349,1.885674468978083
350,7.910898406405368
351,5.077397635892055
352,38.31685142835165
353,63.394098166398265
354,59.922776502984284
355,48.916836830958964
356,48.345325570482416
357,54.84248664228062
358,77.3881688851919
359,74.07644451787222
360,50.98508087082209
361,46.1509772749113
362,43.990408284172496
363,43.747550075863955
364,79.61130116621209
365,61.1641228572887
366,60.32135017177008
367,57.41385257125743
368,0
369,0.4248269767382715
370,1.5312800047535446
371,1.6197861879681559
372,7.641801754222166
373,2.8382336608221883
374,1.0520974314985987
375,5.52473810290757
376,37.33922515193002
377,78.40068184582539
378,72.77767103616014
379,59.78636683601749
380,90.9864413857515
381,48.84484432098402
382,59.07867084616634
383,51.07200663374915
384,45.60157541884013
385,52.82728238167684
386,53.6301427983839
387,42.10078265354192
388,58.64912174937188
389,53.173045282836846
390,61.51470247667213
391,71.34252724409534
392,0
393,0
394,5.715587255497299
395,1.2052500997841766
396,0.4770347807109352
397,4.677204952270968
398,0
399,0
400,8.35094840547713
401,66.20382435624535
402,50.01213153306632
403,38.004565492893434
404,49.06888947893475
405,49.811857358252574
406,82.33418341371359
407,55.195062689549296
408,57.86744232576735
409,60.151071936571086
410,64.21679927856897
411,45.778236363333534
412,50.39723837949184
413,40.40103410667514
414,63.09920117743182
415,70.29979071238918
416,68.99834731394851
417,2.741348935883077
418,8.148830721381898
419,0
420,5.811110217790187
421,0
422,0.7903904855090591
423,2.4432900378090667
424,4.127875576781105
425,64.94798540763522
426,74.40628202773786
427,37.63824234242692
428,72.62019792236156
429,57.16661799530322
430,85.40631055970061
431,42.00510339365615
432,73.23490921299805
433,61.78878163611247
434,74.68036959908096
435,36.12907752101614
436,18.664823609062253
437,50.08045036520121
438,98.98589511672742
439,48.02057708466796
440,60.329713678998296
441,3.239305243112194
442,4.197718441315825
443,3.504017330835836
444,3.920927166767412
445,0
446,1.9367010260138677
447,0.6100941498808159
448,1.9662341681817448
449,3.6381080654351843
450,36.199327501134846
451,55.6328383305515
452,77.56556046207957
453,63.42410591902407
454,92.39283547263155
455,80.84951983566805
456,72.03766619208486
457,75.63285120048083
458,64.91045114924215
459,58.524330331315944
460,40.99048697953107
461,76.69890337852466
462,40.01431277634573
463,48.70864250445861
464,52.60262132971479
465,57.622136255799596
466,10.980234538903886
467,3.7338272880809464
468,10.966282828678917
469,6.189260692272587
470,6.682429980569202
471,3.319481499967022
472,0.21231599267583467
473,4.720445900531673
474,45.55804170538827
475,63.24929598476057
476,42.13653182745081
477,59.93067555510555
478,46.122282754676476
479,52.99421959049388
480,63.856569895851976
481,56.08153009783572
482,40.958836902570525
483,51.00162208524096
484,49.73752935567923
485,43.94872635783499
486,50.677201236206635
487,76.9453587668988
488,61.65003634290573
489,50.954408844225725
490,1.8823770686716321
491,2.0736811620659505
492,0
493,4.816237883150059
494,4.83208609082227
495,9.027718970500633
496,5.660321371443638
497,0
498,5.080841925948408
499,48.448202520831316
500,55.66286920807999
501,66.24206496477218
502,58.546751561749424
503,57.279633167028805
504,58.85808126056134
505,60.97328298249592
506,46.30753414340727
507,70.97020473967822
508,90.15340049693471
509,61.40960285004866
510,70.77255666689064
511,63.65871476638156
512,49.62220034354625
513,52.74483569888582
514,71.88097914368572
515,0
516,0.5683666268291705
517,2.693789332930229
518,6.678871701301203
519,0
520,4.310113531998886
521,0.8629450969899222
522,0
523,50.63150574561445
524,54.32047385293441
525,86.62129253586144
526,83.46016652857428
527,51.10531703130225
528,45.0820815279944
529,85.30102322992022
530,39.04736591317926
531,34.56299432768188
532,78.38222417087582
533,53.19209497184721
534,76.05392485443973
535,56.28466545216902
536,44.39430524530884
537,36.576484331027714
538,72.41355322311298
539,0
540,0.23764675127471646
541,4.484442605491617
542,3.1913673009247234
543,7.678925922685957
544,4.370400065898027
545,0
546,1.8323981492174188
547,5.841208209448835
548,56.364752480928566
549,74.0934378631164
550,39.60372115360073
551,41.212269259421575
552,59.6290124548375
553,73.06479751861723
554,56.20295358014687
555,55.54972200052709
556,69.22157740438524
557,73.83702002921002
558,66.9547271277611
559,42.87685737971171
560,63.70209114869086
561,39.291323624602576
562,56.59022952141693
563,37.96925231967224
564,8.786133702341138
565,1.1488543279972967
566,10.911229657941853
567,4.978284954809024
568,3.3790549207088056
569,6.715984715268839
570,6.667097539444063
571,1.5245236092187768
572,55.37507733495056
573,73.81991941154318
574,43.73701347972799
575,46.82719472266254
576,71.16782539890889
577,47.09022508784802
578,78.22489231674969
579,57.25574397221057
580,33.73453864081483
581,64.38736531929341
582,65.74613605409374
583,66.48738531750871
584,55.60053591871434
585,77.37230596213386
586,63.933021873348544
587,57.419070052452405
588,5.525253083259464
589,0
590,1.872048644547762
591,2.405289672529293
592,0
593,0.3593737145807627
594,9.015896836071892
595,4.021630334977652
596,1.161847786765896
597,51.15646199488899
598,41.587621321824955
599,63.38321827735791
600,59.2549820382933
